,full_name,company,selling_price,year,km_driven,owner_type,fuel_type,transmission_type
13010,Maruti Swift AMT,Maruti,650000,2018,30000,First Owner,Petrol,Automatic
13011,Maruti Alto K10,Maruti,235000,2012,42489,First Owner,Petrol,Manual
13012,Mercedes-Benz CLA 200,Mercedes-Benz,2790000,2018,26000,First Owner,Diesel,Automatic
13013,Hyundai Verna 1.6,Hyundai,545000,2014,47000,First Owner,Diesel,Automatic
13014,Hyundai Santro Xing,Hyundai,165000,2009,20000,First Owner,Petrol,Manual
13015,Maruti Wagon R,Maruti,320000,2015,56931,First Owner,Petrol,Manual
13016,Skoda Rapid 1.5,Skoda,595000,2016,49000,First Owner,Diesel,Automatic
13017,Hyundai Santro Xing,Hyundai,127000,2009,36000,First Owner,Petrol,Manual
13018,Nissan Sunny Diesel,Nissan,380000,2014,60000,First Owner,Diesel,Manual
13019,Mahindra Scorpio S4,Mahindra,825000,2016,64312,First Owner,Diesel,Manual
13020,Hyundai Creta 1.4,Hyundai,865000,2018,73249,First Owner,Diesel,Manual
13021,Hyundai i10 Era,Hyundai,150000,2011,190000,First Owner,Petrol,Manual
13022,Maruti Celerio LXI,Maruti,365000,2015,34000,First Owner,Petrol,Manual
13024,Maruti Wagon R,Maruti,300000,2014,50000,First Owner,Petrol,Manual
13025,Maruti Eeco 5,Maruti,415000,2019,10000,First Owner,Petrol,Manual
13026,Volkswagen Ameo 1.0,Volkswagen,525000,2018,25000,First Owner,Petrol,Manual
13027,Maruti Vitara Brezza,Maruti,780000,2017,60000,First Owner,Diesel,Manual
13028,Maruti Swift Dzire,Maruti,425000,2015,52000,First Owner,Petrol,Manual
13029,Toyota Camry Hybrid,Toyota,1995000,2016,87000,First Owner,Petrol,Automatic
13030,Maruti Wagon R,Maruti,425000,2015,33000,First Owner,Petrol,Automatic
13031,Hyundai Grand i10,Hyundai,475000,2018,22000,First Owner,Petrol,Manual
13032,Mercedes-Benz CLA 200,Mercedes-Benz,1950000,2016,32000,First Owner,Petrol,Automatic
13033,Maruti Vitara Brezza,Maruti,894999,2018,29000,First Owner,Diesel,Automatic
13034,MG Hector Sharp,MG,1864999,2019,4100,First Owner,Petrol,Automatic
13035,Hyundai i20 Petrol,Hyundai,590000,2017,39000,First Owner,Petrol,Manual
13036,Toyota Innova Crysta,Toyota,1475000,2016,18000,First Owner,Petrol,Manual
13037,BMW X5 xDrive,BMW,4200000,2016,40000,First Owner,Diesel,Automatic
13038,Maruti Ertiga VDI,Maruti,395000,2012,58000,First Owner,Diesel,Manual
13039,Mercedes-Benz S-Class S,Mercedes-Benz,5500000,2014,20001,First Owner,Diesel,Automatic
13040,Ford Figo Petrol,Ford,175000,2014,60000,First Owner,Petrol,Manual
13041,Honda Amaze S,Honda,444000,2015,60500,First Owner,Petrol,Manual
13042,Audi A4 2.0,Audi,1210000,2013,79000,First Owner,Diesel,Automatic
13043,Honda City 1.5,Honda,352000,2011,60000,First Owner,Petrol,Manual
13044,Hyundai i10 Sportz,Hyundai,180000,2009,49100,First Owner,Petrol,Manual
13046,Toyota Innova Crysta,Toyota,1480000,2017,67000,First Owner,Diesel,Automatic
13047,Honda Civic 1.8,Honda,285000,2010,80000,First Owner,Petrol,Manual
13048,Honda Civic 1.8,Honda,360000,2010,56000,First Owner,Petrol,Manual
13049,Volvo XC 90,Volvo,2400000,2014,24000,First Owner,Diesel,Automatic
13050,Ford Figo Diesel,Ford,185000,2011,57349,First Owner,Diesel,Manual
13051,Honda Brio S,Honda,265000,2012,68000,First Owner,Petrol,Manual
13052,Maruti Baleno Zeta,Maruti,637000,2017,14000,First Owner,Petrol,Manual
13053,Audi A6 2.0,Audi,1325000,2012,43000,First Owner,Diesel,Automatic
13054,Maruti Ciaz 1.4,Maruti,750000,2017,58000,First Owner,Petrol,Manual
13055,Honda City i,Honda,525000,2015,63000,First Owner,Diesel,Manual
13056,Chevrolet Cruze LTZ,Chevrolet,550000,2013,68000,First Owner,Diesel,Automatic
13057,Maruti Swift Dzire,Maruti,475000,2016,35000,First Owner,Petrol,Manual
13059,Hyundai i20 1.2,Hyundai,345000,2012,53000,First Owner,Petrol,Manual
13063,Maruti Wagon R,Maruti,260000,2014,47000,First Owner,Petrol,Manual
13065,Toyota Corolla Altis,Toyota,1193000,2017,33000,First Owner,Diesel,Manual
13066,Audi Q3 35,Audi,2499000,2018,46500,First Owner,Diesel,Automatic
13067,Maruti Wagon R,Maruti,380000,2018,55000,First Owner,CNG,Manual
13068,Maruti Wagon R,Maruti,365000,2016,61193,First Owner,Petrol,Manual
13069,Maruti Wagon R,Maruti,385000,2017,15000,First Owner,Petrol,Manual
13070,Maruti Celerio VXI,Maruti,420000,2019,30000,First Owner,Petrol,Manual
13071,Honda City 1.5,Honda,275000,2008,50000,First Owner,Petrol,Manual
13072,Mahindra Scorpio S6,Mahindra,650000,2015,90000,First Owner,Diesel,Manual
13074,Honda City i-DTEC,Honda,1051000,2017,55598,First Owner,Diesel,Manual
13075,Maruti Vitara Brezza,Maruti,780000,2018,20000,First Owner,Diesel,Manual
13076,Honda City i,Honda,550000,2015,75000,First Owner,Diesel,Manual
13077,Ford Ecosport 2015-2021,Ford,532000,2015,73521,First Owner,Diesel,Manual
13078,Maruti Swift Dzire,Maruti,325000,2012,78000,First Owner,Diesel,Manual
13079,Hyundai Xcent 1.2,Hyundai,365000,2014,60000,First Owner,Diesel,Manual
13080,Hyundai i10 Era,Hyundai,240000,2010,80000,First Owner,Petrol,Manual
13081,Honda City i,Honda,556000,2014,88000,First Owner,Diesel,Manual
13082,Toyota Corolla Altis,Toyota,890000,2015,53000,First Owner,Petrol,Automatic
13083,Honda City i,Honda,825000,2017,70000,First Owner,Diesel,Manual
13085,Mercedes-Benz S-Class S,Mercedes-Benz,1750000,2010,52000,First Owner,Petrol,Automatic
13086,Mahindra XUV500 W8,Mahindra,993000,2016,57000,First Owner,Diesel,Manual
13089,BMW X5 xDrive,BMW,3700000,2015,47500,First Owner,Diesel,Automatic
13090,Maruti Celerio ZXI,Maruti,465000,2016,2200,First Owner,Petrol,Automatic
13091,Volkswagen Vento 1.5,Volkswagen,350000,2013,55000,First Owner,Diesel,Manual
13092,Tata Zest Revotron,Tata,325000,2014,29000,First Owner,Petrol,Manual
13093,Honda Amaze VX,Honda,375000,2014,52000,First Owner,Petrol,Manual
13094,Volkswagen Vento Diesel,Volkswagen,324000,2013,65000,First Owner,Diesel,Manual
13095,Hyundai Creta 1.4,Hyundai,825000,2017,85000,First Owner,Diesel,Manual
13096,Maruti Swift 1.3,Maruti,240000,2010,70000,First Owner,Petrol,Manual
13097,Mahindra Scorpio Intelli,Mahindra,1249000,2017,45023,First Owner,Diesel,Manual
13100,Honda City i,Honda,800000,2017,36591,First Owner,Petrol,Manual
13101,Ford Ecosport 2015-2021,Ford,675000,2016,72000,First Owner,Diesel,Manual
13102,Ford Ecosport 1.5,Ford,509999,2014,55000,First Owner,Petrol,Manual
13103,Renault Duster 110PS,Renault,425000,2013,70931,First Owner,Diesel,Manual
13104,Hyundai i20 2015-2017,Hyundai,550000,2016,60000,First Owner,Petrol,Manual
13105,Maruti Wagon R,Maruti,299000,2016,58000,First Owner,Petrol,Manual
13107,Hyundai Creta 1.6,Hyundai,760000,2016,58500,First Owner,Diesel,Manual
13108,Volkswagen Polo Diesel,Volkswagen,299000,2013,53000,First Owner,Diesel,Manual
13110,Maruti Ertiga VXI,Maruti,550000,2015,51342,First Owner,Petrol,Manual
13111,Maruti Ciaz ZDi,Maruti,650000,2017,39000,First Owner,Diesel,Manual
13112,Maruti Ciaz VDi,Maruti,735000,2017,55000,First Owner,Diesel,Manual
13113,Maruti Swift LXI,Maruti,434999,2016,45000,First Owner,Petrol,Manual
13115,Hyundai Verna 1.6,Hyundai,475000,2013,68000,First Owner,Diesel,Automatic
13116,Maruti Baleno Zeta,Maruti,565000,2016,60001,First Owner,Petrol,Automatic
13117,Honda Brio S,Honda,295000,2013,61000,First Owner,Petrol,Manual
13118,Honda Amaze VX,Honda,425000,2013,53000,First Owner,Petrol,Automatic
13119,Hyundai Creta 1.6,Hyundai,833000,2015,58000,First Owner,Diesel,Automatic
13120,Maruti Wagon R,Maruti,236000,2012,45000,First Owner,Petrol,Manual
13121,Toyota Innova 2.5,Toyota,550000,2012,67000,First Owner,Diesel,Manual
13123,Toyota Innova Crysta,Toyota,1600000,2018,36000,First Owner,Diesel,Manual
13124,Maruti Swift VXI,Maruti,390000,2014,55000,First Owner,Petrol,Manual
13125,Maruti Swift VXI,Maruti,570000,2018,18000,First Owner,Petrol,Manual
13126,Maruti Alto 800,Maruti,320000,2018,9800,First Owner,Petrol,Manual
13127,Toyota Etios Liva,Toyota,400000,2014,35550,First Owner,Petrol,Manual
13129,Maruti Ciaz ZDi,Maruti,650000,2016,56000,First Owner,Diesel,Manual
13130,Maruti Alto K10,Maruti,249000,2013,30000,First Owner,Petrol,Manual
13131,BMW 5 Series,BMW,1925000,2014,42000,First Owner,Diesel,Automatic
13132,Tata Manza Aura,Tata,185000,2011,60000,First Owner,Diesel,Manual
13133,Honda Amaze S,Honda,450000,2016,45000,First Owner,Petrol,Manual
13134,Maruti Alto 800,Maruti,216000,2015,90000,First Owner,CNG,Manual
13135,Volkswagen Vento 1.5,Volkswagen,399000,2013,50000,First Owner,Diesel,Manual
13136,Mahindra Thar CRDe,Mahindra,900000,2016,25000,First Owner,Diesel,Manual
13137,Mercedes-Benz B Class,Mercedes-Benz,1475000,2015,7000,First Owner,Diesel,Automatic
13138,Honda WR-V i-VTEC,Honda,548000,2018,32547,First Owner,Petrol,Manual
13139,Renault KWID RXT,Renault,280000,2016,46583,First Owner,Petrol,Manual
13141,Toyota Innova Crysta,Toyota,1450000,2017,54000,First Owner,Diesel,Manual
13142,Maruti Swift VDI,Maruti,450000,2016,46000,First Owner,Diesel,Manual
13143,Mahindra XUV500 AT,Mahindra,975000,2016,44890,First Owner,Diesel,Automatic
13144,Fiat Grande Punto,Fiat,300000,2014,120000,First Owner,Diesel,Manual
13145,Hyundai i20 Asta,Hyundai,504000,2015,57700,First Owner,Petrol,Manual
13146,Volkswagen Polo 2015-2019,Volkswagen,875000,2018,16000,First Owner,Petrol,Automatic
13147,Honda City i,Honda,700000,2016,46000,First Owner,Diesel,Manual
13148,Hyundai Santro Xing,Hyundai,200000,2012,52000,First Owner,Petrol,Manual
13149,Mahindra Bolero 2011-2019,Mahindra,500000,2014,84000,First Owner,Diesel,Manual
13150,Hyundai Verna 1.6,Hyundai,440000,2012,38000,First Owner,Petrol,Manual
13151,Volkswagen Polo 1.5,Volkswagen,425000,2015,46000,First Owner,Diesel,Manual
13152,Volkswagen Polo 1.5,Volkswagen,425000,2014,49753,First Owner,Diesel,Manual
13153,Honda City S,Honda,390000,2012,69000,First Owner,Petrol,Manual
13154,Toyota Corolla Altis,Toyota,245000,2008,75000,First Owner,Petrol,Manual
13155,Mahindra Scorpio LX,Mahindra,550000,2013,67000,First Owner,Diesel,Manual
13156,Maruti Baleno Alpha,Maruti,730000,2018,15155,First Owner,Petrol,Automatic
13158,Hyundai i20 1.2,Hyundai,370000,2018,36984,First Owner,Petrol,Manual
13159,Volkswagen Polo Diesel,Volkswagen,234000,2013,89103,First Owner,Diesel,Manual
13160,Hyundai i10 Magna,Hyundai,225000,2013,70000,First Owner,Petrol,Manual
13162,Audi Q3 2.0,Audi,1424000,2013,66000,First Owner,Diesel,Automatic
13163,Land Rover Discovery,Land,4100000,2018,37500,First Owner,Diesel,Automatic
13164,Maruti Ritz VDi,Maruti,350000,2014,50000,First Owner,Diesel,Manual
13165,Mahindra XUV500 W10,Mahindra,1099000,2016,50000,First Owner,Diesel,Manual
13166,Hyundai Santro Xing,Hyundai,90000,2007,70000,First Owner,Petrol,Manual
13167,Volvo V40 D3,Volvo,1480000,2015,44000,First Owner,Diesel,Automatic
13168,Tata Manza Aura,Tata,185000,2013,57000,First Owner,Diesel,Manual
13169,Toyota Corolla Altis,Toyota,1450000,2017,71000,First Owner,Petrol,Automatic
13170,Mercedes-Benz C-Class C,Mercedes-Benz,1365000,2014,66000,First Owner,Diesel,Automatic
13171,Tata Zest AMT,Tata,500000,2016,64609,First Owner,Diesel,Automatic
13172,Hyundai i10 Sportz,Hyundai,305000,2015,40000,First Owner,Petrol,Manual
13173,Hyundai Grand i10,Hyundai,425000,2016,62580,First Owner,Diesel,Manual
13174,Mercedes-Benz M-Class ML,Mercedes-Benz,1201000,2011,83000,First Owner,Diesel,Automatic
13175,Mahindra XUV500 W10,Mahindra,955000,2015,50000,First Owner,Diesel,Manual
13176,Mahindra XUV500 W9,Mahindra,1495000,2018,45000,First Owner,Diesel,Automatic
13177,Maruti Eeco CNG,Maruti,245000,2015,52000,First Owner,CNG,Manual
13178,Skoda Superb Elegance,Skoda,396000,2009,70000,First Owner,Petrol,Automatic
13179,Maruti Wagon R,Maruti,490000,2019,22000,First Owner,Petrol,Manual
13180,Honda City i,Honda,550000,2015,60000,First Owner,Diesel,Manual
13181,Maruti Swift Dzire,Maruti,300000,2012,100000,First Owner,Diesel,Manual
13182,Maruti Swift VXI,Maruti,240000,2011,48634,First Owner,Petrol,Manual
13183,Maruti Swift Dzire,Maruti,260000,2010,65000,First Owner,Petrol,Manual
13184,Maruti Swift Dzire,Maruti,335000,2012,55000,First Owner,Petrol,Manual
13186,Hyundai i20 Magna,Hyundai,535000,2017,24278,First Owner,Petrol,Manual
13187,Maruti Celerio ZXI,Maruti,525000,2018,47064,First Owner,Petrol,Automatic
13188,Maruti Swift VDI,Maruti,325000,2013,79000,First Owner,Diesel,Manual
13189,Hyundai Venue SX,Hyundai,1095000,2019,26000,First Owner,Petrol,Automatic
13190,Maruti Swift LXI,Maruti,390000,2015,30041,First Owner,Petrol,Manual
13191,Maruti Swift Dzire,Maruti,650000,2018,11000,First Owner,Petrol,Automatic
13192,Toyota Etios Liva,Toyota,495000,2016,64000,First Owner,Petrol,Manual
13193,Hyundai i20 Asta,Hyundai,525000,2014,49000,First Owner,Diesel,Manual
13194,Maruti Swift LDI,Maruti,285000,2013,53569,First Owner,Diesel,Manual
13195,Maruti Alto 800,Maruti,245000,2015,38000,First Owner,Petrol,Manual
13196,Hyundai Venue SX,Hyundai,1145000,2020,581,First Owner,Petrol,Manual
13197,Hyundai Xcent 1.2,Hyundai,480000,2018,28000,First Owner,Petrol,Manual
13198,Hyundai Verna 1.6,Hyundai,475000,2013,81000,First Owner,Petrol,Manual
13199,Ford Ecosport 2015-2021,Ford,525000,2015,72000,First Owner,Diesel,Manual
13200,Maruti Swift Dzire,Maruti,300000,2010,50000,First Owner,Petrol,Manual
13201,Maruti Wagon R,Maruti,129000,2009,63000,First Owner,Petrol,Manual
13203,Renault Duster 110PS,Renault,650000,2015,81645,First Owner,Diesel,Manual
13204,Mahindra XUV500 W6,Mahindra,590000,2014,66000,First Owner,Diesel,Manual
13205,Maruti Wagon R,Maruti,129000,2008,67000,First Owner,Petrol,Manual
13206,Maruti Swift Dzire,Maruti,425000,2015,56000,First Owner,Petrol,Manual
13207,Mahindra XUV500 AT,Mahindra,1200000,2017,43464,First Owner,Diesel,Automatic
13208,Skoda Rapid 1.5,Skoda,509999,2014,76000,First Owner,Diesel,Manual
13209,Skoda Superb Elegance,Skoda,525000,2012,67544,First Owner,Diesel,Automatic
13210,Tata Nexon 1.5,Tata,675000,2019,26600,First Owner,Diesel,Manual
13211,Toyota Innova Crysta,Toyota,1485000,2017,27000,First Owner,Diesel,Manual
13212,Maruti Swift Dzire,Maruti,385000,2014,72001,First Owner,Petrol,Manual
13213,Honda City i,Honda,685000,2016,79000,First Owner,Petrol,Manual
13214,Maruti Alto 800,Maruti,254999,2015,36390,First Owner,Petrol,Manual
13215,Mercedes-Benz E-Class E,Mercedes-Benz,894999,2012,67000,First Owner,Diesel,Automatic
13216,Toyota Glanza V,Toyota,875000,2020,2500,First Owner,Petrol,Automatic
13217,Honda Jazz 1.2,Honda,495000,2015,61000,First Owner,Petrol,Manual
13218,Hyundai Xcent 1.2,Hyundai,515000,2016,50000,First Owner,Petrol,Manual
13219,Maruti Ciaz 1.4,Maruti,848000,2019,27000,First Owner,Petrol,Manual
13220,Maruti Swift ZXI,Maruti,525000,2016,38765,First Owner,Petrol,Manual
13221,Maruti Alto 800,Maruti,157000,2013,70000,First Owner,Petrol,Manual
13222,Renault Duster 110PS,Renault,415000,2013,58327,First Owner,Diesel,Manual
13223,Hyundai Venue SX,Hyundai,994999,2019,27000,First Owner,Petrol,Manual
13224,Mercedes-Benz S-Class S,Mercedes-Benz,999000,2008,72000,First Owner,Petrol,Automatic
13225,Mercedes-Benz GL-Class 350,Mercedes-Benz,2925000,2014,107000,First Owner,Diesel,Automatic
13226,Mahindra Scorpio S7,Mahindra,1285000,2018,15000,First Owner,Diesel,Manual
13227,Maruti Wagon R,Maruti,249000,2012,72300,First Owner,Petrol,Manual
13228,Hyundai i10 Magna,Hyundai,165000,2009,97341,First Owner,Petrol,Manual
13229,Mercedes-Benz C-Class C,Mercedes-Benz,1250000,2012,60000,First Owner,Petrol,Automatic
13230,Toyota Innova Crysta,Toyota,1450000,2017,68000,First Owner,Diesel,Automatic
13231,Audi A4 35,Audi,1850000,2016,51000,First Owner,Diesel,Automatic
13233,Maruti Swift Dzire,Maruti,275000,2011,86000,First Owner,Diesel,Manual
13234,BMW X1 sDrive,BMW,1750000,2015,25000,First Owner,Diesel,Automatic
13235,Hyundai Grand i10,Hyundai,455000,2017,16249,First Owner,Petrol,Manual
13236,Maruti Alto K10,Maruti,209000,2012,62351,First Owner,Petrol,Manual
13237,Mercedes-Benz M-Class ML,Mercedes-Benz,2200000,2014,70000,First Owner,Diesel,Automatic
13238,Nissan Sunny Diesel,Nissan,360000,2012,45000,First Owner,Diesel,Manual
13239,Honda Amaze S,Honda,425000,2015,33000,First Owner,Petrol,Manual
13240,Maruti Vitara Brezza,Maruti,900000,2019,15000,First Owner,Diesel,Manual
13241,Maruti Wagon R,Maruti,275000,2012,54000,First Owner,Petrol,Manual
13242,Honda Mobilio V,Honda,440000,2014,59000,First Owner,Diesel,Manual
13243,Volkswagen Polo Petrol,Volkswagen,285000,2011,27282,First Owner,Petrol,Manual
13244,Maruti Baleno Alpha,Maruti,600000,2019,9000,First Owner,Petrol,Manual
13247,Ford Figo Diesel,Ford,323000,2015,62752,First Owner,Diesel,Manual
13248,Hyundai i10 Era,Hyundai,290000,2012,47000,First Owner,Petrol,Manual
13249,Maruti Baleno Alpha,Maruti,675000,2018,19000,First Owner,Petrol,Manual
13250,Ford Ecosport 2015-2021,Ford,800000,2017,25000,First Owner,Diesel,Manual
13251,Ford Ecosport 2015-2021,Ford,625000,2017,29104,First Owner,Petrol,Manual
13252,Maruti Ciaz ZXi,Maruti,645000,2016,33000,First Owner,Petrol,Manual
13253,Hyundai i10 Magna,Hyundai,170000,2010,53000,First Owner,Petrol,Manual
13254,Maruti Swift Dzire,Maruti,480000,2014,101000,First Owner,Petrol,Manual
13255,Skoda Rapid 1.6,Skoda,490000,2015,68000,First Owner,Diesel,Manual
13256,Audi A4 2.0,Audi,1251000,2013,43000,First Owner,Diesel,Automatic
13257,Maruti Eeco CNG,Maruti,345000,2017,32000,First Owner,CNG,Manual
13258,Honda Civic 1.8,Honda,195000,2008,58000,First Owner,Petrol,Manual
13259,Mahindra XUV500 W8,Mahindra,875000,2015,61000,First Owner,Diesel,Manual
13260,Maruti Ertiga CNG,Maruti,650000,2015,49000,First Owner,CNG,Manual
13261,Maruti Wagon R,Maruti,415000,2018,30000,First Owner,Petrol,Manual
13262,Hyundai Santro Magna,Hyundai,480000,2018,30650,First Owner,CNG,Manual
13263,Maruti Swift Dzire,Maruti,500000,2018,40000,First Owner,Petrol,Manual
13264,Jeep Compass 1.4,Jeep,1545000,2017,24700,First Owner,Petrol,Automatic
13265,Toyota Etios G,Toyota,245000,2012,81001,First Owner,Petrol,Manual
13266,Hyundai Grand i10,Hyundai,385000,2015,38000,First Owner,Petrol,Manual
13268,Skoda Rapid 1.6,Skoda,295000,2012,80000,First Owner,Petrol,Manual
13269,Maruti Ertiga VXI,Maruti,615000,2016,52000,First Owner,Petrol,Manual
13270,Hyundai Santro Xing,Hyundai,90000,2008,34698,First Owner,Petrol,Manual
13271,Mahindra Thar CRDe,Mahindra,710000,2014,27000,First Owner,Diesel,Manual
13272,Datsun RediGO T,Datsun,245000,2017,37001,First Owner,Petrol,Manual
13273,Maruti Swift LXI,Maruti,365000,2014,75328,First Owner,Petrol,Manual
13274,Tata Safari 2005-2017,Tata,250000,2008,110000,First Owner,Diesel,Manual
13275,Datsun RediGO T,Datsun,295000,2018,49000,First Owner,Petrol,Manual
13277,Toyota Innova Crysta,Toyota,1450000,2017,70000,First Owner,Diesel,Manual
13278,Maruti Swift VDI,Maruti,350000,2013,73000,First Owner,Diesel,Manual
13279,Renault KWID Climber,Renault,365000,2018,11051,First Owner,Petrol,Manual
13280,Hyundai Creta 1.6,Hyundai,1025000,2017,51000,First Owner,Diesel,Automatic
13281,Maruti Swift VXI,Maruti,425000,2015,31000,First Owner,Petrol,Manual
13282,Maruti Vitara Brezza,Maruti,785000,2017,68000,First Owner,Diesel,Manual
13283,Hyundai Creta 1.6,Hyundai,1050000,2016,40000,First Owner,Diesel,Manual
13284,Volkswagen Polo Petrol,Volkswagen,275000,2011,64845,First Owner,Petrol,Manual
13285,Hyundai i20 Active,Hyundai,525000,2015,55000,First Owner,Petrol,Manual
13286,Hyundai Creta 1.6,Hyundai,990000,2016,55000,First Owner,Diesel,Automatic
13288,Maruti Ertiga CNG,Maruti,919999,2019,22000,First Owner,CNG,Manual
13289,Hyundai Grand i10,Hyundai,484999,2018,53546,First Owner,Petrol,Manual
13290,Maruti Ertiga ZXI,Maruti,1025000,2019,9000,First Owner,Petrol,Automatic
13291,Hyundai i20 Asta,Hyundai,512000,2015,99332,First Owner,Diesel,Manual
13292,Fiat Punto 1.3,Fiat,135000,2012,63000,First Owner,Diesel,Manual
13293,Renault Duster 85PS,Renault,475000,2015,80246,First Owner,Diesel,Manual
13294,Hyundai Verna 1.6,Hyundai,390000,2013,58000,First Owner,Diesel,Manual
13295,Honda City 1.5,Honda,350000,2010,50000,First Owner,Petrol,Automatic
13296,Maruti Wagon R,Maruti,320000,2014,46000,First Owner,Petrol,Manual
13297,Mahindra Scorpio S11,Mahindra,1500000,2019,52484,First Owner,Diesel,Manual
13298,Mahindra TUV 300,Mahindra,550000,2016,95000,First Owner,Diesel,Manual
13299,Maruti Swift Dzire,Maruti,450000,2016,62000,First Owner,Petrol,Manual
13300,Hyundai Venue SX,Hyundai,994999,2020,13000,First Owner,Petrol,Manual
13301,Hyundai Creta 1.6,Hyundai,800000,2016,38000,First Owner,Petrol,Automatic
13302,Honda City 1.5,Honda,885000,2018,31000,First Owner,Petrol,Manual
13303,Honda Amaze S,Honda,320000,2014,75456,First Owner,Diesel,Manual
13304,Volkswagen Polo Diesel,Volkswagen,365000,2013,70000,First Owner,Diesel,Manual
13305,Toyota Fortuner 4x2,Toyota,1100000,2013,170000,First Owner,Diesel,Manual
13306,Maruti Baleno Delta,Maruti,590000,2018,21000,First Owner,Petrol,Manual
13307,Volkswagen Vento Petrol,Volkswagen,285000,2012,58000,First Owner,Petrol,Manual
